icao_code,iata_code,latitude,longitude,elevation_ft,airport_name,airport_type,iso_country,iso_region,municipality,scheduled_service
SWOU,xxx,-23.614999771118164,-46.69833374023438,2576.0,Rede Globo 2 Heliport,heliport,BR,BR-SP,São Paulo,no
SWOV,xxx,-17.507499694824222,-55.40805435180664,423.0,Retiro Arrombadinho Airport,small_airport,BR,BR-MT,Itiquira,no
SWOV,xxx,-16.844307,-54.045938,2464.0,Fazenda Girassol Airport,small_airport,BR,BR-MT,Pedra Preta,no
SWOW,xxx,-1.463542,-61.633088,190.0,Moura Airport,small_airport,BR,BR-AM,Moura,no
SWOX,xxx,-15.76555633544922,-56.49555587768555,619.0,Estância Barbosa Airport,small_airport,BR,BR-MT,Nossa Senhora Do Livramento,no
SWOY,xxx,-16.025278091430664,-52.81222152709961,1239.0,Fazenda Duas Barras Airport,small_airport,BR,BR-MT,Pontal Do Araguaia,no
SWOZ,xxx,-15.310556411743164,-54.89916610717773,2164.0,Fazenda Santo Antônio Airport,small_airport,BR,BR-MT,Campo Verde,no
SWPA,xxx,-8.997618,-48.155375,630.0,Pedro Afonso Airport,small_airport,BR,BR-TO,Pedro Afonso,no
SWPB,xxx,-12.420665,-64.418603,591.0,Forte Príncipe da Beira Airport,small_airport,BR,BR-RO,Costa Marques,no
SWPC,xxx,0.2630560100078583,-69.79555511474611,377.0,Parí Cachoeira Airport,small_airport,BR,BR-AM,São Gabriel Da Cachoeira,no
SWPD,xxx,2.7836110591888428,-60.58777618408203,282.0,Pouso da Águia Airport,small_airport,BR,BR-RR,Cantá,no
SWPE,xxx,-10.136388778686523,-55.59500122070313,866.0,Fazenda Lagoa da Mata Airport,small_airport,BR,BR-MT,Carlinda,no
SWPG,PBV,-11.5404,-57.3782,1312.0,Porto dos Gaúchos Airport,small_airport,BR,BR-MT,Porto Dos Gaúchos,no
SWPH,xxx,-15.22611141204834,-52.13000106811523,978.0,Fazenda Paulo Abreu Airport,small_airport,BR,BR-MT,Barra Do Garças,no
SWPI,PIN,-2.6730198860168457,-56.777198791503906,87.0,Parintins Airport,small_airport,BR,BR-AM,Parintins,no
SWPJ,xxx,-16.0341663361,-53.034442901599995,1587.0,Fazenda São Caetano Airport,small_airport,BR,BR-MT,Pontal Do Araguaia,no
SWPK,xxx,-16.272777557373047,-56.65083312988281,591.0,Poconé Airport,small_airport,BR,BR-MT,Poconé,no
SWPL,xxx,-12.19833278656006,-53.38166809082031,1083.0,Posto Leonardo Vilas Boas Airport,small_airport,BR,BR-MT,Chapada Dos Guimarães,no
SWPM,PBQ,-11.641599655151367,-61.179100036621094,682.0,Pimenta Bueno Airport,small_airport,BR,BR-RO,Pimenta Bueno,no
SWPN,xxx,-17.302567,-45.929497,1755.0,Fazenda Vargem Bonita de Cima Airstrip,small_airport,BR,BR-MG,João Pinheiro,no
SWPO,xxx,-10.265277862548828,-51.24139022827149,787.0,Fazenda Porta do Amazônia Airport,small_airport,BR,BR-MT,Santa Terezinha,no
SWPO,xxx,-19.608056,-44.655278,2464.0,Pequi Metais Heliport,heliport,BR,BR-MG,Pequi,no
SWPP,xxx,-14.753055572509766,-50.665000915527344,1001.0,Fazenda Pica-Pau Airport,small_airport,BR,BR-GO,Mozarlândia,no
SWPQ,PBX,-10.861110687256,-51.685001373290994,705.0,Fazenda Piraguassu Airport,small_airport,BR,BR-MT,Porto Alegre Do Norte,no
SWPR,xxx,-17.319099426269528,-48.33480072021485,2428.0,Pires do Rio Airport,small_airport,BR,BR-GO,Pires Do Rio,no
SWPS,xxx,-12.966943740844727,-56.18388748168945,1106.0,Porto São Sebastião Airport,small_airport,BR,BR-MT,Diamantino,no
SWPT,xxx,-13.617221832299998,-55.013332366899995,1706.0,Fazenda Piratinga Airport,small_airport,BR,BR-MT,Sinop,no
SWPV,xxx,-3.9419440000000003,-41.669722,325.0,Dom Rodrigo El Manco Airstrip,small_airport,BR,BR-PI,Piracuruca,no
SWPW,xxx,-16.967222213745114,-56.41722106933594,377.0,Pouso da Garça Airport,small_airport,BR,BR-MT,Barão De Melgaço,no
SWPX,xxx,-2.672198,-54.95151,574.0,Belterra Airport,small_airport,BR,BR-PA,Belterra,no
SWPY,xxx,-15.565555572509766,-54.33777618408203,2149.0,Primavera do Leste Airport,small_airport,BR,BR-MT,Primavera Do Leste,no
SWPZ,xxx,-14.1181001663208,-46.34540176391602,2713.0,Oriçanga de Abreu Airport,small_airport,BR,BR-GO,Posse,no
SWQB,xxx,-22.977222442600002,-46.3916664124,2838.0,Hahn Heliport,heliport,BR,BR-SP,Piracaia,no
SWQC,xxx,-17.500746,-51.597187,3123.0,Fazenda São Francisco Airport,small_airport,BR,BR-GO,Rio Verde,no
SWQD,xxx,-22.67305564880371,-43.28388977050781,52.0,Hospital Estadual Adão Pereira Nunes Heliport,heliport,BR,BR-RJ,Duque De Caxias,no
SWQD,xxx,-23.443374,-47.436444,1919.0,WYDA Heliport,heliport,BR,BR-SP,Sorocaba,no
SWQE,xxx,1.0877700000000001,-69.838048,492.0,Querari Airport,small_airport,BR,BR-AM,São Gabriel Da Cachoeira,no
SWQF,xxx,-4.238269,-38.981362,3051.0,Miguel Dias III Heliport,heliport,BR,BR-CE,Guaramiranga,no
SWQG,xxx,-21.45722198486328,-55.42111206054688,1706.0,Fazenda Sossego Airport,small_airport,BR,BR-MS,Maracaju,no
SWQH,xxx,-10.147221565246582,-60.538612365722656,797.0,Agropecuária Nova Santana Airport,small_airport,BR,BR-MT,Aripuanã,no
SWQI,xxx,-21.114963,-50.039613,1476.0,Fazenda Caturama Airstrip,small_airport,BR,BR-SP,Zacarias,no
SWQJ,xxx,-0.101312,-52.950336,328.0,Coomerj Airstrip,small_airport,BR,BR-AP,Laranjal do Jari,no
SWQJ,xxx,-13.414722442626953,-59.26750183105469,2132.0,Campos de Júlio Airport,small_airport,BR,BR-MT,Campos De Júlio,no
SWQK,xxx,-6.766666889190674,-36.48110961914063,1781.0,Pedra Airport,small_airport,BR,BR-PB,Pedra Lavrada,no
SWQL,xxx,-16.682500839233402,-52.25249862670898,2070.0,Fazenda Três Companheiros Airport,small_airport,BR,BR-GO,Doverlândia,no
SWQM,xxx,-15.089444160461426,-56.37333297729492,688.0,Fazenda Boa Vista Airport,small_airport,BR,BR-MT,Acorizal,no
SWQN,xxx,-15.76361083984375,-48.25749969482422,3691.0,Spa-Unicordis Heliport,heliport,BR,BR-GO,Santo Antônio Do Descoberto,no
SWQO,xxx,-20.387728,-48.915386,1558.0,Fazenda Renascença Airstrip,small_airport,BR,BR-MG,Frutal,no
SWQP,xxx,-21.31527709960937,-51.36999893188477,1148.0,Rio Vermelho Açucar e Álcool Airport,small_airport,BR,BR-SP,Junqueirópolis,no
SWQQ,xxx,-18.628055572509766,-54.10388946533203,1391.0,Fazenda Fundão Alegre Airport,small_airport,BR,BR-MS,Camapuã,no
SWQR,xxx,2.675832986831665,-60.77861022949219,279.0,Estância Norteagro Airport,small_airport,BR,BR-RR,Boa Vista,no
SWQS,xxx,-20.941333,-53.43533299999999,1424.0,Fazenda Santa Rosa,small_airport,BR,BR-MS,Ribas do Rio Pardo,no
SWQT,xxx,-9.8644437789917,-58.229167938232,738.0,Fazenda São Nicolau Airport,small_airport,BR,BR-MT,Cotriguaçu,no
SWQU,xxx,-14.587499618499999,-60.126388549800005,728.0,Fazenda Guaporé Airport,small_airport,BR,BR-MT,Vila Bela Da Santíssima Trindade,no
SWQV,xxx,-16.116666793823242,-58.96916580200195,833.0,Fazenda Maristela Airport,small_airport,BR,BR-MT,Porto Esperidião,no
SWQV,xxx,-23.729557,-46.54985,2539.0,Volkswagen Heliport,heliport,BR,BR-SP,São Bernardo Do Campo,no
SWQW,xxx,-10.052778244018556,-56.82555770874024,1050.0,Fazenda Bacaeri Airport,small_airport,BR,BR-MT,Alta Floresta,no
SWQX,xxx,-13.335277557399998,-46.90111111,1578.0,Fazenda Barro Preto Airport,small_airport,BR,BR-GO,Monte Alegre De Goiás,no
SWQY,xxx,-2.684444,-52.3675,384.0,Fazenda Peturú Airport,small_airport,BR,BR-PA,Porto de Moz,no
SWQZ,xxx,-20.878332138061523,-53.5533332824707,1509.0,Fazenda Quatro Irmãos Airport,small_airport,BR,BR-MS,Ribas Do Rio Pardo,no
SWRA,AAI,-13.025153999999999,-46.884107,1923.0,Arraias Airport,small_airport,BR,BR-TO,Arraias,no
SWRA,xxx,-10.056322,-56.991572999999995,866.0,Fazenda Bela Vista Airport,small_airport,BR,BR-MT,Nova Monte Verde,no
SWRB,xxx,-27.706615000000003,-52.723703,2037.0,Fazenda Santa Rita Airstrip,small_airport,BR,BR-RS,Campinas do Sul,no
SWRB,xxx,-14.816944122314453,-56.95055770874024,1148.0,Fazenda Rio dos Bugres Airport,small_airport,BR,BR-MT,Barra Do Bugres,no
SWRC,xxx,-12.626667022705078,-51.934165954589844,951.0,Fazenda Sevilha Airport,small_airport,BR,BR-MT,Ribeirão Cascalheira,no
SWRF,xxx,-4.58443,-44.546242,132.0,Francisco Ramalho Airport,small_airport,BR,BR-MA,Pedreiras,no
SWRG,xxx,-10.825833320617676,-65.22861480712889,492.0,Fazenda Rancho Maria e Tereza Airport,small_airport,BR,BR-RO,Guajará-Mirim,no
SWRH,xxx,-12.710022,-46.156952000000004,2904.0,Fazenda Aurora Airport,small_airport,BR,BR-BA,São Desidério,no
SWRI,xxx,-12.155400276184082,-52.27899932861328,993.0,Fazenda Roncador I Airport,small_airport,BR,BR-MT,Querência,no
SWRJ,xxx,-22.937626,-44.079112,30.0,Kamar Heliport,heliport,BR,BR-RJ,Mangaratiba,no
SWRK,xxx,-22.486884,-44.257678000000006,1492.0,Pedreira Pombal Fazenda Recanto Heliport,heliport,BR,BR-RJ,Barra Mansa,no
SWRL,xxx,-12.977222442626953,-61.04916763305664,1086.0,Fazenda Pouso Redondo Airport,small_airport,BR,BR-RO,Corumbiara,no
SWRM,xxx,-11.182939999999999,-61.088936,745.0,Fazenda Remanso Airport,small_airport,BR,BR-RO,Cacoal,no
SWRM,xxx,-21.542281,-53.34533100000001,1001.0,Fazenda Sumaré Airport,small_airport,BR,BR-MS,Ribas Do Rio Pardo,no
SWRM,xxx,-15.930556297302244,-48.33361053466797,3674.0,Santo Antônio do Descoberto Airport,small_airport,BR,BR-GO,Santo Antônio Do Descoberto,no
SWRN,xxx,-3.1442330000000003,-59.948214,131.0,Estação Naval do Rio Negro Heliport,heliport,BR,BR-AM,Manaus,no
SWRO,xxx,-8.793611,-63.85805500000001,312.0,Aeroclube de Rondônia Airport,small_airport,BR,BR-RO,Porto Velho,no
SWRP,xxx,-8.863569,-57.420427000000004,489.0,Teles Pires Lodge Airport,small_airport,BR,BR-MT,Apiacás,no
SWRQ,xxx,-15.558610999999999,-58.586943999999995,1033.0,Fazenda Vittória Airport,small_airport,BR,BR-MT,Figueirópolis d'Oeste,no
SWRS,xxx,-16.933332443237305,-54.906944274902344,1047.0,Fazenda Santa Mônica Airport,small_airport,BR,BR-MT,Rondonópolis,no
SWRT,xxx,-17.3477783203125,-53.19305419921875,2346.0,Fazenda Santa Rita Airport,small_airport,BR,BR-GO,Santa Rita Do Araguaia,no
SWRU,xxx,-7.151378,-55.805226,833.0,Grupo Rotta Airstrip,small_airport,BR,BR-PA,Novo Progresso,no
SWRV,xxx,-12.166943550109865,-56.53388977050781,1378.0,Fazenda Vale do Rio Verde Airport,small_airport,BR,BR-MT,Diamantino,no
SWRW,xxx,-15.587499618530273,-58.0444450378418,1115.0,Fazenda Santa Alice Airport,small_airport,BR,BR-MT,Mirassol D`Oeste,no
SWRX,xxx,-15.164999961900001,-60.4458312988,764.0,Fazenda Santa Cruz do Pessoê Airport,small_airport,BR,BR-MT,Vila Bela Da Santíssima Trindade,no
SWRY,xxx,-15.737500190734865,-57.47055435180664,1853.0,Fazenda Santa Maria Airport,small_airport,BR,BR-MT,Porto Estrela,no
SWRZ,xxx,-14.353099822998047,-56.71379852294922,1306.0,Fazenda Arrossensal Airport,small_airport,BR,BR-MT,Nortelândia,no
SWSA,xxx,-12.289167404174805,-56.53388977050781,1476.0,Fazenda São João Airport,small_airport,BR,BR-MT,Diamantino,no
SWSB,xxx,-15.233332633972168,-51.97722244262695,951.0,Fazenda Sabiá Airport,small_airport,BR,BR-MT,Araguaiana,no
SWSC,xxx,-19.177568,-53.10246899999999,2264.0,Fazenda São Carlos Airport,small_airport,BR,BR-MS,Paraíso das Águas,no
SWSD,xxx,-15.623888969421387,-51.81388854980469,1079.0,Fazenda Santo Antônio Airport,small_airport,BR,BR-MT,Araguaiana,no
SWSE,xxx,-30.028333,-51.162777,328.0,Iguatemi Corporate Heliport,heliport,BR,BR-RS,Porto Alegre,no
SWSF,xxx,-15.2241001129,-60.2172012329,863.0,Fazenda São Francisco Airport,small_airport,BR,BR-MT,Vila Bela Da Santíssima Trindade,no
SWSG,xxx,-13.606800079345705,-59.31679916381836,2136.0,Fazenda Simarelli Airport,small_airport,BR,BR-MT,Campos De Júlio,no
SWSH,xxx,-9.966388702392578,-56.15277862548828,932.0,São Raimundo II Airport,small_airport,BR,BR-MT,Alta Floresta,no
SWSI,xxx,-9.139389999999999,-57.049462,509.0,Pousada Amazônia Fishing Lodge Airstrip,small_airport,BR,BR-PA,Jacareacanga,no
SWSJ,xxx,-13.741112,-58.885555000000004,1903.0,Fazenda São José Airport,small_airport,BR,BR-MT,Sapezal,no
SWSK,xxx,3.0497200489,-60.483898162799996,295.0,Fazenda São Marco Airport,small_airport,BR,BR-RR,Boa Vista,no
SWSL,xxx,-13.325860999999998,-56.049843,1453.0,SOLAG - Sol e Lua Aviação Agrícola Airport,small_airport,BR,BR-MT,Lucas Do Rio Verde,no
SWSL,xxx,-16.410833358764652,-48.927223205566406,3652.0,Teuto Heliport,heliport,BR,BR-GO,Anápolis,no
SWSM,xxx,-15.358329999999999,-57.69444,525.0,Fazenda Santa Maria Airport,small_airport,BR,BR-MT,Lambari D`Oeste,no
SWSN,xxx,-14.988832999999998,-59.310832999999995,873.0,Fazenda São Valentim Airport,small_airport,BR,BR-MT,Pontes e Lacerda,no
SWSO,xxx,-28.473888,-48.988888,79.0,Socimed Hospital Helipad,heliport,BR,BR-SC,Tubarão,no
SWSP,xxx,-13.7252779006958,-54.73833465576172,1690.0,Sopave Norte Airport,small_airport,BR,BR-MT,Paranatinga,no
SWSQ,xxx,1.7330555559999998,-69.38388889,541.0,São Joaquim Airport,small_airport,BR,BR-AM,São Gabriel Da Cachoeira,no
SWSR,xxx,-1.299167,-45.751389,138.0,Guará Heliport,heliport,BR,BR-MA,Godofredo Viana,no
SWSR,xxx,-13.75027847290039,-55.6338882446289,1772.0,Sertânia Airport,small_airport,BR,BR-MT,Sertânia,no
SWSS,xxx,-22.909722,-43.198333,269.0,Sapucaí Heliport,heliport,BR,BR-RJ,Rio de Janeiro,no
SWST,xxx,-23.536615,-47.449475,1827.0,Bandeiras Centro Empresarial Heliport,heliport,BR,BR-SP,Votorantim,no
SWST,STZ,-10.4647216796875,-50.51861190795898,663.0,Santa Terezinha Airport,small_airport,BR,BR-MT,Santa Terezinha,no
SWSU,xxx,-12.875085,-52.020235,1230.0,Fazenda Santa Juliana Airport,small_airport,BR,BR-MT,Ribeirão Cascalheira,no
SWSV,xxx,-14.3886108398,-51.3805541992,837.0,Fazenda Santa Sílvia Airport,small_airport,BR,BR-MT,Cocalinho,no
SWSW,xxx,-15.779736999999999,-47.913247,3816.0,Federal District Civil Police (PCDF) Heliport,heliport,BR,BR-DF,Brasília,no
SWSX,XIG,-7.0906,-49.9765,810.0,Xinguara Municipal Airport,small_airport,BR,BR-PA,Xinguara,no
SWSY,xxx,-15.9086112976,-60.1547203064,705.0,São Simão Airport,small_airport,BR,BR-MT,Vila Bela Da Santíssima Trindade,no
SWSZ,xxx,-9.773611068725586,-58.06277847290039,741.0,Fazenda Santa Luzia Airport,small_airport,BR,BR-MT,Nova Bandeirantes,no
SWTA,xxx,-15.415278434753418,-58.40888977050781,938.0,Fazenda Santa Márcia Airport,small_airport,BR,BR-MT,Araputanga,no
SWTB,xxx,-8.916943550109863,-62.11722183227539,722.0,Tabajara Airport,small_airport,BR,BR-RO,Ariquemes,no
SWTB,xxx,-25.548148,-54.486641000000006,735.0,Tarobá Airstrip,small_airport,BR,BR-PR,Santa Terezinha de Itaipu,no
SWTD,xxx,-13.881111145019533,-52.4000015258789,1066.0,Fazenda Sete de Setembro Airport,small_airport,BR,BR-MT,Água Boa,no
SWTE,xxx,-13.916943550109865,-56.65888977050781,1132.0,Fazenda Trescinco Airport,small_airport,BR,BR-MT,Diamantino,no
SWTE,xxx,-23.503735,-46.849317,2932.0,West Side Heliport,heliport,BR,BR-SP,Barueri,no
SWTF,xxx,-4.550278186798097,-65.56722259521484,195.0,Porto Moura Heliport,heliport,BR,BR-AM,Tefé,no
SWTF,xxx,-23.513706,-46.73104,2445.0,Friboi Heliport,heliport,BR,BR-SP,São Paulo,no
SWTG,xxx,-20.847244,-50.788229,1126.0,Fazenda Santa Marina Airport,small_airport,BR,BR-SP,Santo Antônio do Aracanguá,no
SWTH,xxx,2.9185,-60.5107,290.0,Fazenda Smith,small_airport,BR,BR-RR,Bonfim,no
SWTI,xxx,-14.5202999115,-59.7798995972,791.0,São Vicente Airport,small_airport,BR,BR-MT,Nova Lacerda,no
SWTJ,xxx,-14.603333473205565,-57.79722213745117,1070.0,Fazenda Cachoeira Airport,small_airport,BR,BR-MT,Tangará Da Serra,no
SWTK,xxx,-14.201944351199998,-60.280834198,797.0,Fazenda Santa Maria do Guaporé Airport,small_airport,BR,BR-MT,Vila Bela Da Santíssima Trindade,no
SWTL,xxx,-12.500555992126465,-61.28361129760742,1371.0,Fazenda Corumbiara Airport,small_airport,BR,BR-RO,Pimenta Bueno,no
SWTM,xxx,-25.114826,-50.172313,2903.0,Moro Golf Club Heliport,heliport,BR,BR-PR,Ponta Grossa,no
SWTN,xxx,-15.041389465332033,-58.72916793823242,1345.0,Fazenda Arapucel Airport,small_airport,BR,BR-MT,Araputanga,no
SWTO,xxx,-10.174200058,-48.932800293,1083.0,Paraíso do Tocantins Airport,small_airport,BR,BR-TO,Paraíso Do Tocantins,no
SWTP,IRZ,-0.3786,-64.9923,223.0,Tapuruquara Airport,small_airport,BR,BR-AM,Santa Isabel Do Rio Negro,yes
SWTQ,xxx,-17.768871,-48.761807,2247.0,Rio Quente Resorts Airport,small_airport,BR,BR-GO,Rio Quente,no
SWTR,xxx,0.12472199648618698,-68.54560089111328,246.0,Taraquá Airport,small_airport,BR,BR-AM,São Gabriel Da Cachoeira,no
SWTS,TGQ,-14.662,-57.443501,1460.0,Tangará da Serra Airport,small_airport,BR,BR-MT,Tangará Da Serra,yes
SWTT,xxx,-25.432516,-49.326258,3120.0,Supermax Heliport,heliport,BR,BR-PR,Curitiba,no
SWTU,AZL,-13.465527999999999,-58.866935,1814.0,Fazenda Tucunaré Airport,small_airport,BR,BR-MT,Sapezal,no
SWTV,xxx,-22.932451,-43.374076,105.0,On Grace Helipad,heliport,BR,BR-RJ,Rio de Janeiro,no
SWTW,xxx,-15.70638942718506,-59.24166870117188,833.0,Fazenda São Lucas Airport,small_airport,BR,BR-MT,Pontes E Lacerda,no
SWTW,xxx,-3.731127,-38.515879,354.0,BS Tower Helipad,heliport,BR,BR-CE,Fortaleza,no
SWTX,ITN,-14.8105,-39.290401,197.0,Tertuliano Guedes de Pinho Airport,small_airport,BR,BR-BA,Itabuna,no
SWTX,xxx,-16.145278930664062,-52.97138977050781,1201.0,Fazenda Olho D`Água Airport,small_airport,BR,BR-MT,Torixoreu,no
SWTY,QHN,-12.433889389038086,-46.40055465698242,1959.0,Taguatinga Airport,small_airport,BR,BR-TO,Taguatinga,no
SWTZ,xxx,-20.739129000000002,-53.535518,1319.0,Fazenda Santo Antônio - Zampieri Airport,small_airport,BR,BR-MS,Ribas do Rio Pardo,no
SWUA,SQM,-13.331299781799315,-50.19760131835938,1249.0,São Miguel do Araguaia Airport,small_airport,BR,BR-GO,São Miguel Do Araguaia,no
SWUB,xxx,-12.163333,-38.293333000000004,436.0,Belo Horizonte Airport,small_airport,BR,BR-BA,Araçás,no
SWUC,xxx,-11.200278282165527,-50.68388748168945,689.0,Luciara Airport,small_airport,BR,BR-MT,Luciara,no
SWUD,xxx,-20.445833,-44.812776,2690.0,Cláudio Airport,small_airport,BR,BR-MG,Cláudio,no
SWUE,xxx,-10.703332901000977,-55.9366683959961,1197.0,Fazenda Tapayuna Airport,small_airport,BR,BR-MT,Nova Canaã Do Norte,no
SWUF,xxx,-23.258056640625,-47.66055679321289,2067.0,Cervejaria Petrópolis Heliport,heliport,BR,BR-SP,Boituva,no
SWUH,xxx,-16.246111,-57.621388,1299.0,Fazenda Primavera Airport,small_airport,BR,BR-MT,Cáceres,no
SWUI,xxx,-23.027213,-44.331926,0.0,Ilha do Maia Heliport,heliport,BR,BR-RJ,Ilha do Maia,no
SWUJ,xxx,-12.204999923706055,-55.37777709960938,1230.0,Taguá Agropecuária Airport,small_airport,BR,BR-MT,Vera,no
SWUK,xxx,1.2163889408111572,-69.20055389404297,249.0,Uapuí Cachoeira Airport,small_airport,BR,BR-AM,São Gabriel Da Cachoeira,no
SWUL,xxx,-6.218056201934815,-48.42139053344727,407.0,Fazenda Furna Azul Airport,small_airport,BR,BR-TO,Ananás,no
SWUM,xxx,-13.442500114440918,-60.27277755737305,984.0,Fazenda Rancho Novo Airport,small_airport,BR,BR-MT,Comodoro,no
SWUM,xxx,-20.037825,-40.17903,52.0,Praia Grande Heliport,heliport,BR,BR-ES,Fundão,no
SWUN,xxx,-19.292785000000002,-52.05937,1758.0,Fazenda União Airport,small_airport,BR,BR-MS,Inocência,no
SWUO,xxx,-16.806553,-49.244381,2552.0,Arroz Cristal Heliport,heliport,BR,BR-GO,Aparecida de Goiânia,no
SWUP,xxx,-14.01694393157959,-59.36722183227539,1575.0,Uirapuru Airport,small_airport,BR,BR-GO,Uirapuru,no
SWUP,xxx,-23.646465,-46.882439,3006.0,Almenat Heliport,heliport,BR,BR-SP,Embu,no
SWUQ,xxx,2.83528,-63.646999,2854.0,Surucucu Airport,small_airport,BR,BR-RR,Alto Alegre,no
SWUR,xxx,-16.18861,-57.705555000000004,420.0,Fazenda Ressaca Airport,small_airport,BR,BR-MT,Cáceres,no
SWUS,xxx,-14.234999656677244,-57.70916748046875,1798.0,Sede Fazenda São Benedito Airport,small_airport,BR,BR-MT,Campo Novo Do Parecis,no
SWUT,xxx,-19.97044,-44.106642,3083.0,Fiat Betim Heliport,heliport,BR,BR-MG,Betim,no
SWUT,xxx,-14.220000267028807,-57.77888870239258,2001.0,Lavoura Fazenda São Benedito Airport,small_airport,BR,BR-MT,Campo Novo Do Parecis,no
SWUU,xxx,-19.503125,-53.049556,1821.0,Fazenda Três Marias Airport,small_airport,BR,BR-MS,Água Clara,no
SWUV,xxx,-7.5025000572205,-44.20333480835,1476.0,Fazenda Progresso Airport,small_airport,BR,BR-PI,Sebastião Leal,no
SWUW,xxx,-15.110948,-56.836695999999996,807.0,Fazenda Okuhara Airport,small_airport,BR,BR-MT,Barra do Bugres,no
SWUX,xxx,-9.409722,-49.668333000000004,604.0,Fazenda 4 Amigos Airport,small_airport,BR,BR-TO,Abreulândia,no
SWUY,xxx,-16.795833,-57.230278000000006,387.0,Fazenda Videira Airport,small_airport,BR,BR-MT,Poconé,no
SWUZ,xxx,-16.261699676513672,-47.96870040893555,3269.0,Brigadeiro Araripe Macedo Airport,small_airport,BR,BR-GO,Luziânia,no
SWVA,xxx,-15.842128,-47.895041,3300.0,Valmir Amaral Heliport,heliport,BR,BR-DF,Brasília,no
SWVA,xxx,-12.8975,-38.389444,269.0,Hospital Municipal de Salvador Heliport,heliport,BR,BR-BA,Salvador,no
SWVB,MTG,-14.9942,-59.9458,660.0,Vila Bela da Santíssima Trindade Airport,small_airport,BR,BR-MT,Vila Bela Da Santíssima Trindade,no
SWVC,VLP,-9.979443550109863,-51.1422233581543,892.0,Vila Rica Airport,small_airport,BR,BR-MT,Vila Rica,no
SWVD,xxx,-23.563056,-47.136666999999996,2831.0,Vila Don Patto Heliport,heliport,BR,BR-SP,São Roque,no
SWVE,xxx,-12.240697,-37.775255,13.0,Tree Bies Resort Heliport,heliport,BR,BR-BA,Entre Rios,no
SWVF,xxx,-16.009443283099998,-59.9280548096,709.0,Fazenda Sto Antônio Guaporé - Sede Nova Airport,small_airport,BR,BR-MT,Vila Bela Da Santíssima Trindade,no
SWVG,xxx,-5.971,-40.2983,1387.0,Riacho Verde Heliport,heliport,BR,BR-CE,Tauá,no
SWVH,xxx,-24.011668,-46.416625,276.0,Kinbor Helipad,heliport,BR,BR-SP,Praia Grande,no
SWVI,xxx,-11.227551,-46.036963,2612.0,Fazenda Centúria Vitória Airport,small_airport,BR,BR-BA,Formosa do Rio Preto,no
SWVJ,xxx,-13.598056,-59.950556000000006,1558.0,Fazenda São Judas Tadeu Airport,small_airport,BR,BR-MT,Comodoro,no
SWVJ,xxx,-13.663888931274414,-56.002220153808594,1519.0,Fazenda Uiapuru Airport,small_airport,BR,BR-MT,Nova Mutum,no
SWVK,xxx,-13.036944389343262,-55.32611083984375,1411.0,Fazenda Vale do Rio Celeste Airport,small_airport,BR,BR-MT,Nova Ubiratã,no
SWVL,xxx,-22.063571,-47.874251,2694.0,Volkswagen São Carlos Heliport,heliport,BR,BR-SP,São Carlos,no
SWVL,xxx,-15.896666526794435,-55.31555557250977,2444.0,Fazenda Vertente Airport,small_airport,BR,BR-MT,Santo Antônio Do Leverger,no
SWVM,xxx,-19.9626,-43.9584,3405.0,Vinte e Oito Helipad,heliport,BR,BR-MG,Belo Horizonte,no
SWVN,xxx,-23.173337,-47.411359999999995,1768.0,Clube de Voo Fazenda Novo Horizonte Airport,small_airport,BR,BR-SP,Itu,no
SWVO,xxx,-11.370278358459473,-55.38055419921875,1017.0,Panorama Airport,small_airport,BR,BR-MT,Cláudia,no
SWVO,xxx,-20.030556,-53.358610999999996,1299.0,Fazenda Goaçu Airstrip,small_airport,BR,BR-MS,Ribas do Rio Pardo,no
SWVP,xxx,-10.694239999999999,-37.844832000000004,1056.0,Ages Heliport,heliport,BR,BR-BA,Paripiranga,no
SWVQ,xxx,-8.693903,-37.270839,2589.0,Turim Heliport,heliport,BR,BR-PE,Buíque,no
SWVQ,xxx,-23.63166618347168,-46.69444274902344,2569.0,Uniban Morumbi Heliport,heliport,BR,BR-SP,São Paulo,no
SWVR,xxx,-11.906131,-55.456099,1460.0,Aeródromo do Canarinho,small_airport,BR,BR-MT,Sinop,no
SWVS,xxx,-15.861972,-60.04039,675.0,Baia do Padre Airport,small_airport,BR,BR-MT,Vila Bela Da Santíssima Trindade,no
SWVT,xxx,-27.641973999999998,-48.673001,167.0,Via Catarina Helipad,heliport,BR,BR-SC,Palhoça,no
SWVU,xxx,-21.733299255371094,-54.576698303222656,1099.0,Fazenda Ramalhete Airport,small_airport,BR,BR-MS,Rio Brilhante,no
SWVV,xxx,-15.755166000000001,-60.096052,692.0,Fazenda Bela Vista Airport,small_airport,BR,BR-MT,Vila Bela Da Santíssima Trindade,no
SWVW,xxx,-20.535,-45.6037,2580.0,Furnaspark Resort Airport,small_airport,BR,BR-MG,Formiga,no
SWVX,xxx,-10.2415,-60.1409,517.0,Fazenda Guariba Airstrip,small_airport,BR,BR-MT,Aripuanã,no
SWVY,xxx,-23.815239000000002,-54.69845600000001,1263.0,Fazenda Floresta Negra Airport,small_airport,BR,BR-MS,Sete Quedas,no
SWVZ,xxx,-14.75,-56.35277938842773,2362.0,EMAL - Empresa de Mineração Aripuanã Ltda Airport,small_airport,BR,BR-MT,Nobres,no
